episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
21,1.1400000000000006,1.3396132259824658,2.706553822500133,0.0,1.1118231305210031,0.8000309785876167,0.0,1.6722622286435707,3.5408520558838794,-6.284890730986365,-11.237479858697945,-9.878255733120033,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-101.74568677092036
22,1.1400000000000006,1.2803049005738965,2.6334410870704894,0.0,1.1250564636626592,0.7484409225523194,0.0,1.575657281357004,3.5083285842557568,-6.264488666261192,-11.08204774873021,-9.897603818742335,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-100.73706068279483
23,1.1400000000000006,1.0682176977881033,2.557471515345534,0.0,1.7173591661634582,1.0841845982639366,0.0,1.319898023755314,3.7514109864871084,-7.185426988373664,-11.070513377789256,-9.586851300639953,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-98.65401486519484
24,1.2000000000000006,0.8694077052765314,2.495585166141669,0.0,0.6395842929536268,6.218997877782053,0.0,0.44762949450743517,4.208900274830565,-6.956552852857858,-10.524653438935642,-10.870278453316581,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-103.52966068017709
25,1.2600000000000007,0.6556430049099817,2.4009839061493836,0.0,5.5142686319749075,5.596742107259139,0.0,0.322953414823652,2.998951698806748,-5.726839438076209,-10.293496791362875,-12.031804492186337,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-108.45878212445051
26,1.2000000000000006,0.381199640809245,2.6195517613535992,0.0,0.3714333938891796,5.651807239387795,0.0,-0.04696538307498192,4.719639415831058,-6.679557686971904,-9.805199488704828,-10.754057909304676,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-100.74880631126906
27,1.2600000000000007,0.3869652126944742,2.594378906208295,0.0,5.9036220855498165,5.321897314686405,0.0,0.2690107237641747,3.99158295142641,-6.034670736835969,-9.919071981621247,-11.976274718858358,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-107.52371651172963
28,1.3200000000000007,0.3747655922189064,2.1999633754123527,0.0,5.0923923657948365,5.006740666165793,0.0,0.4176761545380585,2.24050700553324,-5.774025658026176,-8.896754743635476,-10.646656131357082,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-112.28138769281877
29,1.3200000000000007,0.178003751884021,2.273170259120852,0.0,5.45326116562239,5.1236482715378,0.0,0.04698743945059017,2.8153302257360004,-5.688344051774787,-8.15884589262611,-9.957044830997166,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-110.94925342934984
30,1.3200000000000007,0.2114961027921233,1.802394878344754,0.0,5.52193970363215,5.8030478995979315,0.0,-0.5909704852369454,1.899765133803886,-5.630139280008836,-8.558782528612335,-9.470627572492024,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-108.39481592407864
31,1.3200000000000007,0.2806717942836194,1.3118090399887292,0.0,5.697231931905989,0.05776979405164795,0.0,-0.867969964419759,0.8887313459207353,-5.918001638791674,-8.174484447431366,-7.751999717592518,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-106.39324957501952
32,1.3200000000000007,0.5710413330433186,0.9613579863182442,0.0,6.010483092697278,0.6015080017362813,0.0,-0.5949820787463349,0.1440440694354032,-6.256151929930335,-7.2783343648079795,-7.453098706040757,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-105.84104598236526
33,1.3200000000000007,0.6647060689783266,0.7399882812452876,0.0,0.10056913069885276,0.906863825047286,0.0,-0.3407332729570708,-0.2540911080502503,-6.365906002884348,-6.888814410733709,-6.756762316036828,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-104.52773546456378
34,1.3200000000000007,1.325928136343049,0.39594414294677266,0.0,0.8566882806083651,1.8616247582644903,0.0,1.8731412789592146,-1.5002880693343916,-6.269021697944973,-6.183444567225773,-6.686390611726948,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-104.33341573764929
35,1.3200000000000007,1.7973956873970116,0.00269861684799081,0.0,1.2170141003732287,2.839634946786962,0.0,4.5473164694385,-2.274489031890784,-6.192926402434293,-6.614323158235299,-7.27642962574701,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-102.8294298994843
36,1.2600000000000007,1.6774145561749285,-0.11917972530086107,0.0,1.7579456186558637,3.7702442102359868,0.0,5.974964031836946,-1.3393879369329569,-6.258553049109256,-6.61466461394283,-5.967678002173113,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-94.41778595115461
37,1.2000000000000006,1.4395848269592213,-0.10210669855031441,0.0,1.592565302385161,3.6553629440406965,0.0,5.34563125309203,-1.5798815317179202,-6.279541293962445,-6.924658291623814,-5.778469641395471,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-88.52950278035973
38,1.3200000000000007,1.326827395074904,0.4434872691046398,0.0,1.4119266296922524,2.1093002492226454,0.0,2.3108494484105746,-0.6040653484057108,-5.882915420690986,-6.642327125463835,-6.105486656096688,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-103.21213386565563
39,1.3200000000000007,0.7524300942646751,0.5039985576822487,0.0,1.0497466455590132,1.3890593305264511,0.0,0.3861698944100498,-0.08737580533930424,-6.246150885582418,-6.923730635251378,-6.361936974724121,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-101.95371360850122
40,1.2600000000000007,0.43619125542880444,0.8910387249187565,0.0,1.3641053523552626,1.1410553499297986,0.0,-0.13624695072211512,1.2156581763596552,-6.280015258312484,-6.622980338610995,-5.962854058134426,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-96.18419704223699
41,1.2600000000000007,0.1582046784551338,0.6856682367763812,0.0,0.8196771793579156,0.8169058076999578,0.0,-0.75205037942074,0.9085528074709713,-6.226932943009869,-7.439035038328687,-6.555927205869899,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-94.72773842807393
42,1.3200000000000007,0.22124584404461783,0.5614769714465779,0.0,5.59846960370103,0.21776332661228448,0.0,-0.8221239039943254,-0.08435305705745529,-6.342244425643499,-8.532303669638699,-6.850646692953264,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-100.71634955656103
43,1.2600000000000007,0.39277870495782735,0.7122076787572603,0.0,5.571370545994977,0.4022723328142277,0.0,-0.4505584259839778,-0.11554644667396367,-6.534274760565716,-8.582041587156507,-6.916958675458691,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-97.66634837954854
44,1.2600000000000007,0.403069652638194,0.772611790714481,0.0,5.461329330148139,0.3551388354037419,0.0,-0.41319823549072016,-0.1395664684158989,-6.541758119375031,-8.800216730796024,-7.127355302859594,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-98.32491721106243
45,1.2600000000000007,0.4110040000376712,0.8687611282145183,0.0,5.559621342081153,0.29760274739290793,0.0,-0.3753644916615471,0.047862784987672484,-6.49939699789968,-8.715018803900572,-7.133382121693405,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-99.15572705533086
46,1.2600000000000007,0.343487540355047,0.8425014632541858,0.0,5.518159967193391,0.3452087595131603,0.0,-0.47397242250539784,-0.04715758605165116,-6.583583231739864,-8.784540899165748,-7.073063954905416,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-98.7840808631981
47,1.2600000000000007,-0.09638277450573697,2.103614473948438,0.0,1.4122830258363486,0.3794126007816754,0.0,-0.918077612208765,3.2153126962911354,-7.156194701081395,-7.796074520920577,-6.4935107231447455,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-103.75033708841151
48,1.2600000000000007,-0.004520660668456063,2.1224727649374366,0.0,1.2151346403120353,0.3759046093543663,0.0,-0.7601781753488296,3.185106939917279,-6.829518639750439,-8.159106003181845,-6.7331890828905,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-103.4585677273492
49,1.2600000000000007,-0.09349746470866922,2.704573727677669,0.0,1.7505525976391745,0.455906654510021,0.0,-0.7311807474243082,3.9355713242462937,-7.09337492733914,-8.050100082498743,-6.800938243706827,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-106.04108001530969
50,1.2600000000000007,0.08311262277466169,1.2918095090322075,0.0,5.695065753864583,0.31812539812811025,0.0,-0.8746502227744425,0.6416035894774403,-6.165840539503014,-9.944020919962547,-7.835065219278735,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-100.99171670868105
51,1.2600000000000007,0.039253141989445364,1.2999346108817187,0.0,5.615881451620105,0.2446644897235828,0.0,-0.9321004599040715,0.6275907120143038,-6.142262723275567,-10.101069630304755,-7.903637239890596,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-101.08189625006189
52,1.2600000000000007,0.04666503776833993,1.301851830403416,0.0,5.547723134339121,0.21755324731095893,0.0,-0.8897657281687825,0.5278557953005947,-6.215179866405348,-10.260807786809824,-8.075651073459817,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-101.4820170330195
53,1.2600000000000007,0.029854243627345033,1.2250403546569835,0.0,5.392734041196244,0.3795614280988131,0.0,-0.84315926845662,0.32153056627275584,-6.674224377185394,-9.577793751843078,-6.869032329642553,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-101.63762745052983
54,1.2600000000000007,0.023653672646795926,1.1853821973894423,0.0,5.133115194602073,0.29087122997424597,0.0,-0.9720150934404216,0.03568432110849169,-6.839503241807419,-9.9133131622299,-7.4943181242007935,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-101.69335956884353
55,1.2000000000000006,0.17213613645505269,1.166035011211707,0.0,5.667769224327159,0.849530714293877,0.0,-0.5773812859949984,0.169258986665556,-6.694895879434662,-10.347782177929151,-7.3818476882075394,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-95.07956381564618
56,1.2000000000000006,0.2232688027020573,1.1653871531295608,0.0,5.715683907246731,1.0190213628092444,0.0,-0.4035628236689835,0.11216415569096508,-6.929388683447095,-9.70707498771235,-7.189589649644674,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-95.65774904772006
57,1.2600000000000007,0.10907646075701226,1.5213076278642348,0.0,6.121572903050402,1.0308414220657607,0.0,-0.6174508225489792,0.788386252083355,-6.725933076898956,-9.468363688113476,-6.192630000569635,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-103.63968543218309
58,1.2000000000000006,0.13840882364327425,1.1419290155732873,0.0,6.118032095812433,1.2086196777677998,0.0,-0.3488775662047086,0.14442018822736627,-6.700375067242206,-9.893726522338904,-6.624774416851014,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-95.09773836514623
59,1.2000000000000006,0.34459276460079236,1.1840060556540988,0.0,5.681842709319966,1.1045472066916666,0.0,-0.2409233480310016,0.14909275357138194,-7.2484057646415305,-10.365600865120534,-7.074022982595777,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-96.70796178666724
60,1.2000000000000006,0.43603874609134413,1.701611865320421,0.0,5.978821790463487,1.1890295216830848,0.0,-0.025953715101516506,1.0212052102238347,-6.919082331051412,-9.737742592617506,-6.347104225069809,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-99.43096582819388
61,1.2000000000000006,0.4456191325608124,1.678634395318977,0.0,5.958973035231468,1.1381876356893494,0.0,-0.02949648427663018,1.0277018215937028,-6.808024711629643,-9.800957211556023,-6.483895527711613,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-98.86802386728836
62,1.2000000000000006,0.4560996662013604,1.9779252862336996,0.0,0.060220103724450524,1.1089956477552168,0.0,-0.03809776025530734,1.7982697570666382,-6.723955242734413,-9.514429708549958,-6.1228240735645,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-100.87463691402857
63,1.2000000000000006,0.29148339832982856,1.3717250048971747,0.0,6.027927101113459,0.9633799544204855,0.0,-0.40463585625861953,0.7471655163694447,-6.702642238939434,-10.02940117389388,-6.743220028345609,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-97.20766355410031
64,1.2000000000000006,0.21162595457114353,1.3919310904004332,0.0,6.041980656996342,0.9762353064108362,0.0,-0.5149549478433825,0.7605736552887288,-6.703127017509739,-10.06250248138309,-6.6041991814565995,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-97.46041911327212
65,1.1400000000000006,0.292121321256319,0.8717412483941483,0.0,5.9426594886006185,1.524652596227293,0.0,0.2965596101644236,-0.42382677398263663,-7.257220495135822,-10.179614011818288,-7.093159661353212,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-89.05108787896883
66,1.1400000000000006,0.3117721447700255,0.9283972071152148,0.0,5.995125391410559,1.5381032982758027,0.0,0.3538427024697737,-0.3368777812636818,-7.209879202526507,-10.082132586053898,-6.97446224319009,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-89.40590169492938
67,1.1400000000000006,0.28633639093253815,0.9165132048349227,0.0,5.981772805373149,1.5990665243945692,0.0,0.37228326881747253,-0.36270306425407356,-7.31275277224844,-10.15503139049251,-6.941653570927687,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-89.46667397603032
68,1.1400000000000006,0.2439623272472681,0.8946582642402546,0.0,6.125844886594182,1.621271673275114,0.0,0.32546347266446074,-0.4147948031037283,-7.185245944421057,-10.130765957862678,-6.856800974857529,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-89.13885218729743
69,1.1400000000000006,0.2673512136296389,0.8798281923630503,0.0,6.147046781772126,1.6755160508196543,0.0,0.4182056802072125,-0.4716099745238573,-7.22864399052925,-10.193702813289466,-6.856816343078819,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-89.09261858491239
70,1.1400000000000006,0.29803581480482155,0.8852423252842018,0.0,6.20184661839546,1.7428795153818175,0.0,0.5330666114584157,-0.49558477131496503,-7.254926443743424,-10.271713698214093,-6.882625375461405,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-89.21482681463159
71,1.1400000000000006,0.26495967198615694,0.8959558676238639,0.0,6.2166632605712575,1.7065781409379195,0.0,0.4206692649114432,-0.44892722640955307,-7.236792450329719,-10.34175703167916,-6.889985861371104,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-89.2891953276639
72,1.2000000000000006,0.19017595421286257,1.0922548726953785,0.0,0.31547727718385055,1.7237503135409948,0.0,0.2698475190333375,-0.1888105171966526,-6.87148291670924,-10.26486327451329,-6.302146534341833,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-96.17791692834251
73,1.2000000000000006,0.2572089077175592,1.040386131254082,0.0,0.17691154550222166,1.7536578895246588,0.0,0.38776402253292275,-0.34636066263411847,-7.102174636201052,-10.438986265012032,-6.430503446713104,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-96.2711043194456
74,1.1400000000000006,0.40461624429874415,1.1309944021981908,0.0,0.1611291522624434,1.962333893872227,0.0,0.850603013457204,-0.11392174016971707,-7.057040343609296,-10.526026233266789,-6.535551730599982,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-90.69813134163783
75,1.1400000000000006,0.5219266623926989,1.0574400261612509,0.0,6.189070973166601,2.196198070044691,0.0,1.3409675062016382,-0.3585066591709603,-7.550262835305463,-10.50553057124283,-6.6195758959512965,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-90.8096147093983
76,1.1400000000000006,0.5436718467999168,1.0430400266419129,0.0,6.105130620223212,2.2218891548712776,0.0,1.4071667974634468,-0.36124287694610946,-7.730269017103461,-10.529219648602053,-6.81431125293015,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-91.14062036202235
77,1.1400000000000006,0.559746226021248,1.0646423458464396,0.0,5.9929389674966345,2.216340840108014,0.0,1.4093540269846951,-0.28168258529636,-7.918154778594094,-10.651855369001963,-6.884716348986755,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-91.72553918638701
78,1.1400000000000006,0.5918982630389389,1.4868174791662572,0.0,6.078151004490426,2.1003985695029463,0.0,1.3101121059707383,0.4368271447649411,-7.478262613409533,-10.469171656820274,-6.455322418581511,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-93.43843465700877
79,1.0800000000000005,0.6011013948491404,1.23817240515109,0.0,6.129705249564469,2.5718626278460484,0.0,1.9313440528989476,0.15952261764880885,-7.6482911432911305,-10.735927283197427,-6.498247286346401,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.40239927109867
80,1.0800000000000005,0.6588182675846563,1.2731287851172544,0.0,6.070637566408232,2.7146255040990184,0.0,2.1599667890719747,0.2707380525604113,-7.749931401340912,-10.862776558114216,-6.258887846440952,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.8424357172077
81,1.0800000000000005,0.6671008558514997,1.3126829446092587,0.0,5.939012641211914,2.48660568953024,0.0,1.8847817593310023,0.3683189144406333,-7.619053664553623,-10.942821475002273,-6.505766823581228,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.91584304853082
82,1.0800000000000005,0.642504820153271,1.3014704755296354,0.0,5.910850960148981,2.4507518827487225,0.0,1.8076034556610685,0.363590650480742,-7.658630032351823,-10.869651943143895,-6.590398579846502,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.80153953546574
83,1.0800000000000005,0.5420202155661422,1.173169925067667,0.0,0.006503742025635972,2.751510525296119,0.0,2.0122307877772747,0.015545390866435853,-7.5302488757737995,-11.306245470687646,-6.119515016490114,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.17698569692256
84,1.0800000000000005,0.5380877217546237,1.172467095889046,0.0,6.233361766635529,2.788178911700623,0.0,2.0432835940384058,0.03761454815881788,-7.599923958322744,-11.305663794265595,-6.080899502847147,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.27132756682055
85,1.1400000000000006,0.6569130244267019,1.5156328145138553,0.0,5.598151617346755,2.1697197599229803,0.0,1.5826576735241968,0.6415893167769965,-7.987882541792283,-10.991640330866689,-6.427819982477316,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-94.622903328812
86,1.1400000000000006,0.6805747923897671,1.5217382665580417,0.0,5.467390853880495,2.1839623161344797,0.0,1.6375716009834704,0.7183922348258661,-8.125544361765664,-11.17760285226355,-6.451627319980961,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-94.89842010100665
87,1.1400000000000006,0.6477007403071221,1.2538214917419153,0.0,5.133093827956163,2.1703549556275945,0.0,1.504395442155953,0.5368172589355624,-8.470550310639336,-10.856691867217053,-6.058229435806719,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-93.49427355425746
88,1.0800000000000005,0.5404301940221989,1.1540634712308513,0.0,6.006604063420561,2.798784742052691,0.0,2.0429485224882407,0.11203459109361405,-7.796488129542445,-11.566491477306844,-6.094712445158809,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.39548427817928
89,1.0800000000000005,0.49599184148571107,1.1372990905632958,0.0,6.030482497613491,2.7580678344769076,0.0,1.921436858162711,0.06001828276017138,-7.765784518218027,-11.635800467192649,-6.00918286173546,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-86.19764894213908
90,1.0800000000000005,0.48494400977867913,1.1719958562814203,0.0,5.77586011065581,2.7004148247501973,0.0,1.8582870409765266,0.2666758247209703,-7.7974388196667705,-11.527110287130713,-6.056555289654875,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-85.59898940014986
91,1.0800000000000005,0.47750461084698836,1.1686051072209913,0.0,5.807311571317069,2.7199262004499296,0.0,1.8431601315124544,0.2605885088389326,-7.792408604743899,-11.367909860035452,-5.913890992340507,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-85.54639007262291
92,1.0800000000000005,0.4702673180131957,1.2002886406635143,0.0,6.13559701594001,2.534755141728441,0.0,1.53605104124842,0.19733720137627464,-7.339342890240512,-11.379350158358722,-5.73703641996849,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-85.65444859468592
93,1.0800000000000005,0.46730499421677585,1.1742030783962982,0.0,6.132672118551758,2.5525022808272695,0.0,1.527728959806095,0.166414461718788,-7.388582079179381,-11.451794885794435,-5.69792014200908,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-85.60979976311963
94,1.0800000000000005,0.4522099848691121,1.1378071586824177,0.0,5.872341560361566,2.799868055481019,0.0,1.8220761695214434,0.21556487372385966,-7.840787887400362,-11.46141324718655,-5.734255378670615,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-85.49149574453766
95,1.0800000000000005,0.47065294869965685,1.17326025112484,0.0,5.881213609654051,2.7969323775052217,0.0,1.8239261869765404,0.2644973296028682,-7.882047846583119,-11.391655854549223,-5.726745990452433,0.0,371.19042968688655,372.72720695232834,373.68079290019836,372.4249879638857,-85.91389786249617
